Date,Day,Open,High,Low,Close,Adj Open,Adj High,Adj Close
9/2/05,Fri,0.00,0.00,0.00,0.00,7.12,7.07,7.07
9/6/05,Tues,0.00,0.00,0.00,0.00,7.07,7.15,7.15
9/7/05,Wed,0.00,0.00,0.00,0.00,7.15,7.23,7.23
9/8/05,Thurs,0.00,0.00,0.00,0.00,7.23,7.24,7.24
9/9/05,Fri,0.00,0.00,0.00,0.00,7.24,7.32,7.32
9/12/05,Mon,0.00,0.00,0.00,0.00,7.32,7.35,7.35
9/13/05,Tues,0.00,0.00,0.00,0.00,7.35,7.31,7.31
9/14/05,Wed,0.00,0.00,0.00,0.00,7.31,7.29,7.29
9/15/05,Thurs,0.00,0.00,0.00,0.00,7.29,7.31,7.31
9/16/05,Fri,0.00,0.00,0.00,0.00,7.31,7.39,7.39
9/19/05,Mon,0.00,0.00,0.00,0.00,7.39,7.36,7.36
9/20/05,Tues,0.00,0.00,0.00,0.00,7.36,7.34,7.34
9/21/05,Wed,0.00,0.00,0.00,0.00,7.34,7.50,7.50
9/22/05,Thurs,0.00,0.00,0.00,0.00,7.50,7.40,7.40
9/23/05,Fri,0.00,0.00,0.00,0.00,7.40,7.51,7.51
9/26/05,Mon,0.00,0.00,0.00,0.00,7.51,7.61,7.61
9/27/05,Tues,0.00,0.00,0.00,0.00,7.61,7.67,7.67
9/28/05,Wed,0.00,0.00,0.00,0.00,7.67,7.79,7.79
9/29/05,Thurs,0.00,0.00,0.00,0.00,7.79,7.94,7.94
9/30/05,Fri,0.00,0.00,0.00,0.00,7.94,8.06,8.06
10/3/05,Mon,0.00,0.00,0.00,0.00,8.06,8.10,8.10
10/4/05,Tues,0.00,0.00,0.00,0.00,8.10,7.98,7.98
10/5/05,Wed,0.00,0.00,0.00,0.00,7.98,7.71,7.71
10/6/05,Thurs,0.00,0.00,0.00,0.00,7.71,7.48,7.48
10/7/05,Fri,0.00,0.00,0.00,0.00,7.48,7.50,7.50
10/10/05,Mon,0.00,0.00,0.00,0.00,7.50,7.29,7.29
10/11/05,Tues,0.00,0.00,0.00,0.00,7.29,7.30,7.30
10/12/05,Wed,0.00,0.00,0.00,0.00,7.30,7.22,7.22
10/13/05,Thurs,0.00,0.00,0.00,0.00,7.22,7.16,7.16
10/14/05,Fri,0.00,0.00,0.00,0.00,7.16,7.41,7.41
10/17/05,Mon,0.00,0.00,0.00,0.00,7.41,7.42,7.42
10/18/05,Tues,0.00,0.00,0.00,0.00,7.42,7.39,7.39
10/19/05,Wed,0.00,0.00,0.00,0.00,7.39,7.48,7.48
10/20/05,Thurs,0.00,0.00,0.00,0.00,7.48,7.22,7.22
10/21/05,Fri,0.00,0.00,0.00,0.00,7.22,7.25,7.25
10/24/05,Mon,0.00,0.00,0.00,0.00,7.25,7.45,7.45
10/25/05,Tues,0.00,0.00,0.00,0.00,7.45,7.52,7.52
10/26/05,Wed,0.00,0.00,0.00,0.00,7.52,7.61,7.61
10/27/05,Thurs,0.00,0.00,0.00,0.00,7.61,7.36,7.36
10/28/05,Fri,0.00,0.00,0.00,0.00,7.36,7.52,7.52
10/31/05,Mon,0.00,0.00,0.00,0.00,7.52,7.59,7.59
11/1/05,Tues,0.00,0.00,0.00,0.00,7.59,7.62,7.62
11/2/05,Wed,0.00,0.00,0.00,0.00,7.62,7.84,7.84
11/3/05,Thurs,0.00,0.00,0.00,0.00,7.84,8.16,8.16
11/4/05,Fri,0.00,0.00,0.00,0.00,8.16,8.21,8.21
11/7/05,Mon,0.00,0.00,0.00,0.00,8.21,8.25,8.25
11/8/05,Tues,0.00,0.00,0.00,0.00,8.25,8.21,8.21
11/9/05,Wed,0.00,0.00,0.00,0.00,8.21,8.35,8.35
11/10/05,Thurs,0.00,0.00,0.00,0.00,8.35,8.54,8.54
11/11/05,Fri,0.00,0.00,0.00,0.00,8.54,8.81,8.81
11/14/05,Mon,0.00,0.00,0.00,0.00,8.81,8.70,8.70
11/15/05,Tues,0.00,0.00,0.00,0.00,8.70,8.75,8.75
11/16/05,Wed,0.00,0.00,0.00,0.00,8.75,8.78,8.78
11/17/05,Thurs,0.00,0.00,0.00,0.00,8.78,9.01,9.01
11/18/05,Fri,0.00,0.00,0.00,0.00,9.01,9.27,9.27
11/21/05,Mon,0.00,0.00,0.00,0.00,9.27,9.24,9.24
11/22/05,Tues,0.00,0.00,0.00,0.00,9.24,9.31,9.31
11/23/05,Wed,0.00,0.00,0.00,0.00,9.31,9.36,9.36
11/25/05,Fri,0.00,0.00,0.00,0.00,9.36,9.35,9.35
11/28/05,Mon,0.00,0.00,0.00,0.00,9.35,9.25,9.25
11/29/05,Tues,0.00,0.00,0.00,0.00,9.25,9.25,9.25
11/30/05,Wed,0.00,0.00,0.00,0.00,9.25,9.21,9.21
12/1/05,Thurs,0.00,0.00,0.00,0.00,9.21,9.31,9.31
12/2/05,Fri,0.00,0.00,0.00,0.00,9.31,9.44,9.44
12/5/05,Mon,0.00,0.00,0.00,0.00,9.44,9.43,9.43
12/6/05,Tues,0.00,0.00,0.00,0.00,9.43,9.43,9.43
12/7/05,Wed,0.00,0.00,0.00,0.00,9.43,9.35,9.35
12/8/05,Thurs,0.00,0.00,0.00,0.00,9.35,9.36,9.36
12/9/05,Fri,0.00,0.00,0.00,0.00,9.36,9.43,9.43
12/12/05,Mon,0.00,0.00,0.00,0.00,9.43,9.42,9.42
12/13/05,Tues,0.00,0.00,0.00,0.00,9.42,9.46,9.46
12/14/05,Wed,0.00,0.00,0.00,0.00,9.46,9.58,9.58
12/15/05,Thurs,0.00,0.00,0.00,0.00,9.58,9.63,9.63
12/16/05,Fri,0.00,0.00,0.00,0.00,9.63,9.54,9.54
12/19/05,Mon,0.00,0.00,0.00,0.00,9.54,9.57,9.57
12/20/05,Tues,0.00,0.00,0.00,0.00,9.57,9.65,9.65
12/21/05,Wed,0.00,0.00,0.00,0.00,9.65,9.78,9.78
12/22/05,Thurs,0.00,0.00,0.00,0.00,9.78,9.87,9.87
12/23/05,Fri,0.00,0.00,0.00,0.00,9.87,10.06,10.06
12/27/05,Tues,0.00,0.00,0.00,0.00,10.06,9.88,9.88
12/28/05,Wed,0.00,0.00,0.00,0.00,9.88,9.98,9.98
12/29/05,Thurs,0.00,0.00,0.00,0.00,9.98,9.98,9.98
12/30/05,Fri,0.00,0.00,0.00,0.00,9.98,9.91,9.91
1/3/06,Tues,0.00,0.00,0.00,0.00,9.91,10.18,10.18
1/4/06,Wed,0.00,0.00,0.00,0.00,10.18,10.27,10.27
1/5/06,Thurs,0.00,0.00,0.00,0.00,10.27,10.32,10.32
1/6/06,Fri,0.00,0.00,0.00,0.00,10.32,10.50,10.50
1/9/06,Mon,0.00,0.00,0.00,0.00,10.50,10.69,10.69
1/10/06,Tues,0.00,0.00,0.00,0.00,10.69,10.87,10.87
1/11/06,Wed,0.00,0.00,0.00,0.00,10.87,11.00,11.00
1/12/06,Thurs,0.00,0.00,0.00,0.00,11.00,10.87,10.87
1/13/06,Fri,0.00,0.00,0.00,0.00,10.87,10.90,10.90
1/17/06,Tues,0.00,0.00,0.00,0.00,10.90,10.77,10.77
1/18/06,Wed,0.00,0.00,0.00,0.00,10.77,10.62,10.62
1/19/06,Thurs,0.00,0.00,0.00,0.00,10.62,10.75,10.75
1/20/06,Fri,0.00,0.00,0.00,0.00,10.75,10.41,10.41
1/23/06,Mon,0.00,0.00,0.00,0.00,10.41,10.24,10.24
1/24/06,Tues,0.00,0.00,0.00,0.00,10.24,10.38,10.38
1/25/06,Wed,0.00,0.00,0.00,0.00,10.38,10.56,10.56
1/26/06,Thurs,0.00,0.00,0.00,0.00,10.56,10.81,10.81
1/27/06,Fri,0.00,0.00,0.00,0.00,10.81,11.01,11.01
1/30/06,Mon,0.00,0.00,0.00,0.00,11.01,11.15,11.15
1/31/06,Tues,0.00,0.00,0.00,0.00,11.15,11.08,11.08
2/1/06,Wed,0.00,0.00,0.00,0.00,11.08,11.12,11.12
2/2/06,Thurs,0.00,0.00,0.00,0.00,11.12,10.99,10.99
2/3/06,Fri,0.00,0.00,0.00,0.00,10.99,11.02,11.02
2/6/06,Mon,0.00,0.00,0.00,0.00,11.02,11.01,11.01
2/7/06,Tues,0.00,0.00,0.00,0.00,11.01,10.92,10.92
2/8/06,Wed,0.00,0.00,0.00,0.00,10.92,11.18,11.18
2/9/06,Thurs,0.00,0.00,0.00,0.00,11.18,11.30,11.30
2/10/06,Fri,0.00,0.00,0.00,0.00,11.30,11.33,11.33
2/13/06,Mon,0.00,0.00,0.00,0.00,11.33,11.13,11.13
2/14/06,Tues,0.00,0.00,0.00,0.00,11.13,11.28,11.28
2/15/06,Wed,0.00,0.00,0.00,0.00,11.28,11.22,11.22
2/16/06,Thurs,0.00,0.00,0.00,0.00,11.22,11.44,11.44
2/17/06,Fri,0.00,0.00,0.00,0.00,11.44,11.56,11.56
2/21/06,Tues,0.00,0.00,0.00,0.00,11.56,11.66,11.66
2/22/06,Wed,0.00,0.00,0.00,0.00,11.66,11.96,11.96
2/23/06,Thurs,0.00,0.00,0.00,0.00,11.96,11.96,11.96
2/24/06,Fri,0.00,0.00,0.00,0.00,11.96,12.07,12.07
2/27/06,Mon,0.00,0.00,0.00,0.00,12.07,12.19,12.19
2/28/06,Tues,0.00,0.00,0.00,0.00,12.19,12.00,12.00
3/1/06,Wed,0.00,0.00,0.00,0.00,12.00,12.10,12.10
3/2/06,Thurs,0.00,0.00,0.00,0.00,12.10,12.08,12.08
3/3/06,Fri,0.00,0.00,0.00,0.00,12.08,12.06,12.06
3/6/06,Mon,0.00,0.00,0.00,0.00,12.06,11.91,11.91
3/7/06,Tues,0.00,0.00,0.00,0.00,11.91,11.82,11.82
3/8/06,Wed,0.00,0.00,0.00,0.00,11.82,11.94,11.94
3/9/06,Thurs,0.00,0.00,0.00,0.00,11.94,11.86,11.86
3/10/06,Fri,0.00,0.00,0.00,0.00,11.86,11.97,11.97
3/13/06,Mon,0.00,0.00,0.00,0.00,11.97,12.09,12.09
3/14/06,Tues,0.00,0.00,0.00,0.00,12.09,12.26,12.26
3/15/06,Wed,0.00,0.00,0.00,0.00,12.26,12.27,12.27
3/16/06,Thurs,0.00,0.00,0.00,0.00,12.27,12.44,12.44
3/17/06,Fri,0.00,0.00,0.00,0.00,12.44,12.40,12.40
3/20/06,Mon,0.00,0.00,0.00,0.00,12.40,12.33,12.33
3/21/06,Tues,0.00,0.00,0.00,0.00,12.33,12.27,12.27
3/22/06,Wed,0.00,0.00,0.00,0.00,12.27,12.45,12.45
3/23/06,Thurs,0.00,0.00,0.00,0.00,12.45,12.44,12.44
3/24/06,Fri,0.00,0.00,0.00,0.00,12.44,12.52,12.52
3/27/06,Mon,0.00,0.00,0.00,0.00,12.52,12.51,12.51
3/28/06,Tues,0.00,0.00,0.00,0.00,12.51,12.52,12.52
3/29/06,Wed,0.00,0.00,0.00,0.00,12.52,12.78,12.78
3/30/06,Thurs,0.00,0.00,0.00,0.00,12.78,12.85,12.85
3/31/06,Fri,0.00,0.00,0.00,0.00,12.85,12.75,12.75
4/3/06,Mon,0.00,0.00,0.00,0.00,12.75,12.79,12.79
4/4/06,Tues,0.00,0.00,0.00,0.00,12.79,12.85,12.85
4/5/06,Wed,0.00,0.00,0.00,0.00,12.85,12.99,12.99
4/6/06,Thurs,0.00,0.00,0.00,0.00,12.99,13.09,13.09
4/7/06,Fri,0.00,0.00,0.00,0.00,13.09,12.85,12.85
4/10/06,Mon,0.00,0.00,0.00,0.00,12.85,12.72,12.72
4/11/06,Tues,0.00,0.00,0.00,0.00,12.72,12.52,12.52
4/12/06,Wed,0.00,0.00,0.00,0.00,12.52,12.43,12.43
4/13/06,Thurs,0.00,0.00,0.00,0.00,12.43,12.47,12.47
4/17/06,Mon,0.00,0.00,0.00,0.00,12.47,12.43,12.43
4/18/06,Tues,0.00,0.00,0.00,0.00,12.43,12.82,12.82
4/19/06,Wed,0.00,0.00,0.00,0.00,12.82,12.83,12.83
4/20/06,Thurs,0.00,0.00,0.00,0.00,12.83,13.01,13.01
4/21/06,Fri,0.00,0.00,0.00,0.00,13.01,12.80,12.80
4/24/06,Mon,0.00,0.00,0.00,0.00,12.80,12.84,12.84
4/25/06,Tues,0.00,0.00,0.00,0.00,12.84,12.86,12.86
4/26/06,Wed,0.00,0.00,0.00,0.00,12.86,13.02,13.02
4/27/06,Thurs,0.00,0.00,0.00,0.00,13.02,13.11,13.11
4/28/06,Fri,0.00,0.00,0.00,0.00,13.11,13.19,13.19
5/1/06,Mon,0.00,0.00,0.00,0.00,13.19,12.96,12.96
5/2/06,Tues,0.00,0.00,0.00,0.00,12.96,13.14,13.14
5/3/06,Wed,0.00,0.00,0.00,0.00,13.14,13.01,13.01
5/4/06,Thurs,0.00,0.00,0.00,0.00,13.01,13.06,13.06
5/5/06,Fri,0.00,0.00,0.00,0.00,13.06,13.22,13.22
5/8/06,Mon,0.00,0.00,0.00,0.00,13.22,13.19,13.19
5/9/06,Tues,0.00,0.00,0.00,0.00,13.19,13.28,13.28
5/10/06,Wed,0.00,0.00,0.00,0.00,13.28,13.33,13.33
5/11/06,Thurs,0.00,0.00,0.00,0.00,13.33,12.97,12.97
5/12/06,Fri,0.00,0.00,0.00,0.00,12.97,12.36,12.36
5/15/06,Mon,0.00,0.00,0.00,0.00,12.36,12.42,12.42
5/16/06,Tues,0.00,0.00,0.00,0.00,12.42,12.57,12.57
5/17/06,Wed,0.00,0.00,0.00,0.00,12.57,11.32,11.32
5/18/06,Thurs,0.00,0.00,0.00,0.00,11.32,11.15,11.15
5/19/06,Fri,0.00,0.00,0.00,0.00,11.15,10.98,10.98
5/22/06,Mon,0.00,0.00,0.00,0.00,10.98,10.31,10.31
5/23/06,Tues,0.00,0.00,0.00,0.00,10.31,10.40,10.40
5/24/06,Wed,0.00,0.00,0.00,0.00,10.40,10.10,10.10
5/25/06,Thurs,0.00,0.00,0.00,0.00,10.10,10.51,10.51
5/26/06,Fri,0.00,0.00,0.00,0.00,10.51,10.79,10.79
5/30/06,Tues,0.00,0.00,0.00,0.00,10.79,9.80,9.80
5/31/06,Wed,0.00,0.00,0.00,0.00,9.80,10.00,10.00
6/1/06,Thurs,0.00,0.00,0.00,0.00,10.00,10.42,10.42
6/2/06,Fri,0.00,0.00,0.00,0.00,10.42,10.69,10.69
6/5/06,Mon,0.00,0.00,0.00,0.00,10.69,10.06,10.06
6/6/06,Tues,0.00,0.00,0.00,0.00,10.06,9.83,9.83
6/7/06,Wed,0.00,0.00,0.00,0.00,9.83,9.57,9.57
6/8/06,Thurs,0.00,0.00,0.00,0.00,9.57,9.26,9.26
6/9/06,Fri,0.00,0.00,0.00,0.00,9.26,9.17,9.17
6/12/06,Mon,0.00,0.00,0.00,0.00,9.17,8.84,8.84
6/13/06,Tues,0.00,0.00,0.00,0.00,8.84,8.10,8.10
6/14/06,Wed,0.00,0.00,0.00,0.00,8.10,7.94,7.94
6/15/06,Thurs,0.00,0.00,0.00,0.00,7.94,9.24,9.24
6/16/06,Fri,0.00,0.00,0.00,0.00,9.24,8.95,8.95
6/19/06,Mon,0.00,0.00,0.00,0.00,8.95,8.87,8.87
6/20/06,Tues,0.00,0.00,0.00,0.00,8.87,9.00,9.00
6/21/06,Wed,0.00,0.00,0.00,0.00,9.00,9.51,9.51
6/22/06,Thurs,0.00,0.00,0.00,0.00,9.51,9.46,9.46
6/23/06,Fri,0.00,0.00,0.00,0.00,9.46,9.51,9.51
6/26/06,Mon,0.00,0.00,0.00,0.00,9.51,9.59,9.59
6/27/06,Tues,0.00,0.00,0.00,0.00,9.59,9.35,9.35
6/28/06,Wed,0.00,0.00,0.00,0.00,9.35,9.35,9.35
6/29/06,Thurs,0.00,0.00,0.00,0.00,9.35,10.14,10.14
6/30/06,Fri,0.00,0.00,0.00,0.00,10.14,10.37,10.37
7/3/06,Mon,0.00,0.00,0.00,0.00,10.37,10.56,10.56
7/5/06,Wed,0.00,0.00,0.00,0.00,10.56,10.16,10.16
7/6/06,Thurs,0.00,0.00,0.00,0.00,10.16,10.16,10.16
7/7/06,Fri,0.00,0.00,0.00,0.00,10.16,10.04,10.04
7/10/06,Mon,0.00,0.00,0.00,0.00,10.04,10.03,10.03
7/11/06,Tues,0.00,0.00,0.00,0.00,10.03,10.22,10.22
7/12/06,Wed,0.00,0.00,0.00,0.00,10.22,9.93,9.93
7/13/06,Thurs,0.00,0.00,0.00,0.00,9.93,9.10,9.10
7/14/06,Fri,0.00,0.00,0.00,0.00,9.10,8.82,8.82
7/17/06,Mon,0.00,0.00,0.00,0.00,8.82,8.89,8.89
7/18/06,Tues,0.00,0.00,0.00,0.00,8.89,9.00,9.00
7/19/06,Wed,0.00,0.00,0.00,0.00,9.00,9.48,9.48
7/20/06,Thurs,0.00,0.00,0.00,0.00,9.48,9.17,9.17
7/21/06,Fri,0.00,0.00,0.00,0.00,9.17,8.96,8.96
7/24/06,Mon,0.00,0.00,0.00,0.00,8.96,9.62,9.62
7/25/06,Tues,0.00,0.00,0.00,0.00,9.62,9.88,9.88
7/26/06,Wed,0.00,0.00,0.00,0.00,9.88,9.95,9.95
7/27/06,Thurs,0.00,0.00,0.00,0.00,9.95,9.78,9.78
7/28/06,Fri,0.00,0.00,0.00,0.00,9.78,10.08,10.08
7/31/06,Mon,0.00,0.00,0.00,0.00,10.08,9.98,9.98
8/1/06,Tues,0.00,0.00,0.00,0.00,9.98,9.74,9.74
8/2/06,Wed,0.00,0.00,0.00,0.00,9.74,9.93,9.93
8/3/06,Thurs,0.00,0.00,0.00,0.00,9.93,10.02,10.02
8/4/06,Fri,0.00,0.00,0.00,0.00,10.02,9.88,9.88
8/7/06,Mon,0.00,0.00,0.00,0.00,9.88,9.79,9.79
8/8/06,Tues,0.00,0.00,0.00,0.00,9.79,9.83,9.83
8/9/06,Wed,0.00,0.00,0.00,0.00,9.83,9.93,9.93
8/10/06,Thurs,0.00,0.00,0.00,0.00,9.93,9.86,9.86
8/11/06,Fri,0.00,0.00,0.00,0.00,9.86,9.82,9.82
8/14/06,Mon,0.00,0.00,0.00,0.00,9.82,10.19,10.19
8/15/06,Tues,0.00,0.00,0.00,0.00,10.19,10.29,10.29
8/16/06,Wed,0.00,0.00,0.00,0.00,10.29,10.80,10.80
8/17/06,Thurs,0.00,0.00,0.00,0.00,10.80,10.88,10.88
8/18/06,Fri,0.00,0.00,0.00,0.00,10.88,11.04,11.04
8/21/06,Mon,0.00,0.00,0.00,0.00,11.04,11.11,11.11
8/22/06,Tues,0.00,0.00,0.00,0.00,11.11,11.20,11.20
8/23/06,Wed,0.00,0.00,0.00,0.00,11.20,10.99,10.99
8/24/06,Thurs,0.00,0.00,0.00,0.00,10.99,11.09,11.09
8/25/06,Fri,0.00,0.00,0.00,0.00,11.09,11.32,11.32
8/28/06,Mon,0.00,0.00,0.00,0.00,11.32,11.48,11.48
8/29/06,Tues,0.00,0.00,0.00,0.00,11.48,11.34,11.34
8/30/06,Wed,0.00,0.00,0.00,0.00,11.34,11.42,11.42
8/31/06,Thurs,0.00,0.00,0.00,0.00,11.42,11.59,11.59
9/1/06,Fri,0.00,0.00,0.00,0.00,11.59,11.83,11.83
9/5/06,Tues,0.00,0.00,0.00,0.00,11.83,11.75,11.75
9/6/06,Wed,0.00,0.00,0.00,0.00,11.75,11.26,11.26
9/7/06,Thurs,0.00,0.00,0.00,0.00,11.26,11.13,11.13
9/8/06,Fri,0.00,0.00,0.00,0.00,11.13,11.21,11.21
9/11/06,Mon,0.00,0.00,0.00,0.00,11.21,11.17,11.17
9/12/06,Tues,0.00,0.00,0.00,0.00,11.17,11.76,11.76
9/13/06,Wed,0.00,0.00,0.00,0.00,11.76,11.97,11.97
9/14/06,Thurs,0.00,0.00,0.00,0.00,11.97,11.79,11.79
9/15/06,Fri,0.00,0.00,0.00,0.00,11.79,11.84,11.84
9/18/06,Mon,0.00,0.00,0.00,0.00,11.84,11.96,11.96
9/19/06,Tues,0.00,0.00,0.00,0.00,11.96,12.01,12.01
9/20/06,Wed,0.00,0.00,0.00,0.00,12.01,12.24,12.24
9/21/06,Thurs,0.00,0.00,0.00,0.00,12.24,11.91,11.91
9/22/06,Fri,0.00,0.00,0.00,0.00,11.91,11.87,11.87
9/25/06,Mon,0.00,0.00,0.00,0.00,11.87,12.27,12.27
9/26/06,Tues,0.00,0.00,0.00,0.00,12.27,12.52,12.52
9/27/06,Wed,0.00,0.00,0.00,0.00,12.52,12.48,12.48
9/28/06,Thurs,0.00,0.00,0.00,0.00,12.48,12.52,12.52
9/29/06,Fri,0.00,0.00,0.00,0.00,12.52,12.57,12.57
10/2/06,Mon,0.00,0.00,0.00,0.00,12.57,12.34,12.34
10/3/06,Tues,0.00,0.00,0.00,0.00,12.34,12.33,12.33
10/4/06,Wed,0.00,0.00,0.00,0.00,12.33,12.95,12.95
10/5/06,Thurs,0.00,0.00,0.00,0.00,12.95,13.07,13.07
10/6/06,Fri,0.00,0.00,0.00,0.00,13.07,13.09,13.09
10/9/06,Mon,0.00,0.00,0.00,0.00,13.09,13.34,13.34
10/10/06,Tues,0.00,0.00,0.00,0.00,13.34,13.70,13.70
10/11/06,Wed,0.00,0.00,0.00,0.00,13.70,13.88,13.88
10/12/06,Thurs,0.00,0.00,0.00,0.00,13.88,14.18,14.18
10/13/06,Fri,0.00,0.00,0.00,0.00,14.18,14.38,14.38
10/16/06,Mon,0.00,0.00,0.00,0.00,14.38,14.72,14.72
10/17/06,Tues,0.00,0.00,0.00,0.00,14.72,14.52,14.52
10/18/06,Wed,0.00,0.00,0.00,0.00,14.52,14.59,14.59
10/19/06,Thurs,0.00,0.00,0.00,0.00,14.59,14.67,14.67
10/20/06,Fri,0.00,0.00,0.00,0.00,14.67,14.94,14.94
10/23/06,Mon,0.00,0.00,0.00,0.00,14.94,15.31,15.31
10/24/06,Tues,0.00,0.00,0.00,0.00,15.31,15.56,15.56
10/25/06,Wed,0.00,0.00,0.00,0.00,15.56,15.94,15.94
10/26/06,Thurs,0.00,0.00,0.00,0.00,15.94,16.29,16.29
10/27/06,Fri,0.00,0.00,0.00,0.00,16.29,16.21,16.21
10/30/06,Mon,0.00,0.00,0.00,0.00,16.21,16.15,16.15
10/31/06,Tues,0.00,0.00,0.00,0.00,16.15,16.26,16.26
11/1/06,Wed,0.00,0.00,0.00,0.00,16.26,15.91,15.91
11/2/06,Thurs,0.00,0.00,0.00,0.00,15.91,15.80,15.80
11/3/06,Fri,0.00,0.00,0.00,0.00,15.80,15.92,15.92
11/6/06,Mon,0.00,0.00,0.00,0.00,15.92,16.46,16.46
11/7/06,Tues,0.00,0.00,0.00,0.00,16.46,16.40,16.40
11/8/06,Wed,0.00,0.00,0.00,0.00,16.40,16.70,16.70
11/9/06,Thurs,0.00,0.00,0.00,0.00,16.70,16.65,16.65
11/10/06,Fri,0.00,0.00,0.00,0.00,16.65,16.52,16.52
11/13/06,Mon,0.00,0.00,0.00,0.00,16.52,16.59,16.59
11/14/06,Tues,0.00,0.00,0.00,0.00,16.59,16.95,16.95
11/15/06,Wed,0.00,0.00,0.00,0.00,16.95,17.09,17.09
11/16/06,Thurs,0.00,0.00,0.00,0.00,17.09,17.15,17.15
11/17/06,Fri,0.00,0.00,0.00,0.00,17.15,17.02,17.02
11/20/06,Mon,0.00,0.00,0.00,0.00,17.02,17.32,17.32
11/21/06,Tues,0.00,0.00,0.00,0.00,17.32,17.21,17.21
11/22/06,Wed,0.00,0.00,0.00,0.00,17.21,17.04,17.04
11/24/06,Fri,0.00,0.00,0.00,0.00,17.04,16.85,16.85
11/27/06,Mon,0.00,0.00,0.00,0.00,16.85,15.87,15.87
11/28/06,Tues,0.00,0.00,0.00,0.00,15.87,16.43,16.43
11/29/06,Wed,0.00,0.00,0.00,0.00,16.43,17.07,17.07
11/30/06,Thurs,0.00,0.00,0.00,0.00,17.07,17.18,17.18
12/1/06,Fri,0.00,0.00,0.00,0.00,17.18,16.82,16.82
12/4/06,Mon,0.00,0.00,0.00,0.00,16.82,17.09,17.09
12/5/06,Tues,0.00,0.00,0.00,0.00,17.09,17.03,17.03
12/6/06,Wed,0.00,0.00,0.00,0.00,17.03,16.90,16.90
12/7/06,Thurs,0.00,0.00,0.00,0.00,16.90,16.59,16.59
12/8/06,Fri,0.00,0.00,0.00,0.00,16.59,16.56,16.56
12/11/06,Mon,0.00,0.00,0.00,0.00,16.56,16.98,16.98
12/12/06,Tues,0.00,0.00,0.00,0.00,16.98,17.16,17.16
12/13/06,Wed,0.00,0.00,0.00,0.00,17.16,17.44,17.44
12/14/06,Thurs,0.00,0.00,0.00,0.00,17.44,17.37,17.37
12/15/06,Fri,0.00,0.00,0.00,0.00,17.37,17.13,17.13
12/18/06,Mon,0.00,0.00,0.00,0.00,17.13,17.08,17.08
12/19/06,Tues,0.00,0.00,0.00,0.00,17.08,17.53,17.53
12/20/06,Wed,0.00,0.00,0.00,0.00,17.53,17.59,17.59
12/21/06,Thurs,0.00,0.00,0.00,0.00,17.59,17.46,17.46
12/22/06,Fri,0.00,0.00,0.00,0.00,17.46,17.21,17.21
12/26/06,Tues,0.00,0.00,0.00,0.00,17.21,17.66,17.66
12/27/06,Wed,0.00,0.00,0.00,0.00,17.66,18.11,18.11
12/28/06,Thurs,0.00,0.00,0.00,0.00,18.11,17.94,17.94
12/29/06,Fri,0.00,0.00,0.00,0.00,17.94,17.75,17.75
1/3/07,Wed,0.00,0.00,0.00,0.00,17.75,17.75,17.75
1/4/07,Thurs,0.00,0.00,0.00,0.00,17.75,17.86,17.86
1/5/07,Fri,0.00,0.00,0.00,0.00,17.86,17.44,17.44
1/8/07,Mon,0.00,0.00,0.00,0.00,17.44,17.63,17.63
1/9/07,Tues,0.00,0.00,0.00,0.00,17.63,17.69,17.69
1/10/07,Wed,0.00,0.00,0.00,0.00,17.69,17.90,17.90
1/11/07,Thurs,0.00,0.00,0.00,0.00,17.90,19.13,19.13
1/12/07,Fri,0.00,0.00,0.00,0.00,19.13,19.47,19.47
1/16/07,Tues,0.00,0.00,0.00,0.00,19.47,19.75,19.75
1/17/07,Wed,0.00,0.00,0.00,0.00,19.75,19.73,19.73
1/18/07,Thurs,0.00,0.00,0.00,0.00,19.73,19.50,19.50
1/19/07,Fri,0.00,0.00,0.00,0.00,19.50,20.05,20.05
1/22/07,Mon,0.00,0.00,0.00,0.00,20.05,19.79,19.79
1/23/07,Tues,0.00,0.00,0.00,0.00,19.79,20.39,20.39
1/24/07,Wed,0.00,0.00,0.00,0.00,20.39,20.62,20.62
1/25/07,Thurs,0.00,0.00,0.00,0.00,20.62,19.84,19.84
1/26/07,Fri,0.00,0.00,0.00,0.00,19.84,19.78,19.78
1/29/07,Mon,0.00,0.00,0.00,0.00,19.78,19.83,19.83
1/30/07,Tues,0.00,0.00,0.00,0.00,19.83,20.14,20.14
1/31/07,Wed,0.00,0.00,0.00,0.00,20.14,20.45,20.45
2/1/07,Thurs,0.00,0.00,0.00,0.00,20.45,20.71,20.71
2/2/07,Fri,0.00,0.00,0.00,0.00,20.71,20.80,20.80
2/5/07,Mon,0.00,0.00,0.00,0.00,20.80,20.78,20.78
2/6/07,Tues,0.00,0.00,0.00,0.00,20.78,21.07,21.07
2/7/07,Wed,0.00,0.00,0.00,0.00,21.07,21.35,21.35
2/8/07,Thurs,0.00,0.00,0.00,0.00,21.35,21.22,21.22
2/9/07,Fri,0.00,0.00,0.00,0.00,21.22,20.80,20.80
2/12/07,Mon,0.00,0.00,0.00,0.00,20.80,20.44,20.44
2/13/07,Tues,0.00,0.00,0.00,0.00,20.44,21.20,21.20
2/14/07,Wed,0.00,0.00,0.00,0.00,21.20,21.83,21.83
2/15/07,Thurs,0.00,0.00,0.00,0.00,21.83,21.99,21.99
